Bandit,Reward,Algorithm
12281,True,Epsilon-Greedy
12282,True,Epsilon-Greedy
12283,True,Epsilon-Greedy
12284,False,Epsilon-Greedy
12285,True,Epsilon-Greedy
12286,True,Epsilon-Greedy
12287,True,Epsilon-Greedy
12288,True,Epsilon-Greedy
12289,True,Epsilon-Greedy
12290,True,Epsilon-Greedy
12291,True,Epsilon-Greedy
12292,True,Epsilon-Greedy
12293,True,Epsilon-Greedy
12294,True,Epsilon-Greedy
12295,True,Epsilon-Greedy
12296,True,Epsilon-Greedy
12297,False,Epsilon-Greedy
12298,True,Epsilon-Greedy
12299,True,Epsilon-Greedy
12300,True,Epsilon-Greedy
12301,True,Epsilon-Greedy
12302,True,Epsilon-Greedy
12303,True,Epsilon-Greedy
12304,True,Epsilon-Greedy
12305,True,Epsilon-Greedy
12306,False,Epsilon-Greedy
12307,False,Epsilon-Greedy
12308,True,Epsilon-Greedy
12309,True,Epsilon-Greedy
12310,True,Epsilon-Greedy
12311,True,Epsilon-Greedy
12312,True,Epsilon-Greedy
12313,False,Epsilon-Greedy
12314,False,Epsilon-Greedy
12315,True,Epsilon-Greedy
12316,True,Epsilon-Greedy
12317,True,Epsilon-Greedy
12318,True,Epsilon-Greedy
12319,True,Epsilon-Greedy
12320,True,Epsilon-Greedy
12321,True,Epsilon-Greedy
12322,True,Epsilon-Greedy
12323,True,Epsilon-Greedy
12324,True,Epsilon-Greedy
12325,True,Epsilon-Greedy
12326,True,Epsilon-Greedy
12327,True,Epsilon-Greedy
12328,True,Epsilon-Greedy
12329,True,Epsilon-Greedy
12330,True,Epsilon-Greedy
12331,True,Epsilon-Greedy
12332,True,Epsilon-Greedy
12333,True,Epsilon-Greedy
12334,True,Epsilon-Greedy
12335,True,Epsilon-Greedy
12336,True,Epsilon-Greedy
12337,True,Epsilon-Greedy
12338,True,Epsilon-Greedy
12339,True,Epsilon-Greedy
12340,True,Epsilon-Greedy
12341,True,Epsilon-Greedy
12342,True,Epsilon-Greedy
12343,True,Epsilon-Greedy
12344,True,Epsilon-Greedy
12345,False,Epsilon-Greedy
12346,True,Epsilon-Greedy
12347,True,Epsilon-Greedy
12348,True,Epsilon-Greedy
12349,True,Epsilon-Greedy
12350,True,Epsilon-Greedy
12351,True,Epsilon-Greedy
12352,False,Epsilon-Greedy
12353,True,Epsilon-Greedy
12354,False,Epsilon-Greedy
12355,True,Epsilon-Greedy
12356,True,Epsilon-Greedy
12357,True,Epsilon-Greedy
12358,True,Epsilon-Greedy
12359,True,Epsilon-Greedy
12360,True,Epsilon-Greedy
12361,False,Epsilon-Greedy
12362,True,Epsilon-Greedy
12363,True,Epsilon-Greedy
12364,True,Epsilon-Greedy
12365,True,Epsilon-Greedy
12366,True,Epsilon-Greedy
12367,True,Epsilon-Greedy
12368,True,Epsilon-Greedy
12369,False,Epsilon-Greedy
12370,True,Epsilon-Greedy
12371,False,Epsilon-Greedy
12372,True,Epsilon-Greedy
12373,True,Epsilon-Greedy
12374,True,Epsilon-Greedy
12375,True,Epsilon-Greedy
12376,True,Epsilon-Greedy
12377,True,Epsilon-Greedy
12378,True,Epsilon-Greedy
12379,False,Epsilon-Greedy
12380,True,Epsilon-Greedy
12381,False,Epsilon-Greedy
12382,True,Epsilon-Greedy
12383,True,Epsilon-Greedy
12384,True,Epsilon-Greedy
12385,True,Epsilon-Greedy
12386,True,Epsilon-Greedy
12387,True,Epsilon-Greedy
12388,False,Epsilon-Greedy
12389,True,Epsilon-Greedy
12390,True,Epsilon-Greedy
12391,True,Epsilon-Greedy
12392,True,Epsilon-Greedy
12393,True,Epsilon-Greedy
12394,True,Epsilon-Greedy
12395,False,Epsilon-Greedy
12396,True,Epsilon-Greedy
12397,True,Epsilon-Greedy
12398,True,Epsilon-Greedy
12399,True,Epsilon-Greedy
12400,False,Epsilon-Greedy
12401,True,Epsilon-Greedy
12402,True,Epsilon-Greedy
12403,True,Epsilon-Greedy
12404,True,Epsilon-Greedy
12405,True,Epsilon-Greedy
12406,True,Epsilon-Greedy
12407,True,Epsilon-Greedy
12408,True,Epsilon-Greedy
12409,True,Epsilon-Greedy
12410,True,Epsilon-Greedy
12411,True,Epsilon-Greedy
12412,True,Epsilon-Greedy
12413,True,Epsilon-Greedy
12414,True,Epsilon-Greedy
12415,True,Epsilon-Greedy
12416,True,Epsilon-Greedy
12417,True,Epsilon-Greedy
12418,True,Epsilon-Greedy
12419,True,Epsilon-Greedy
12420,True,Epsilon-Greedy
12421,False,Epsilon-Greedy
12422,True,Epsilon-Greedy
12423,True,Epsilon-Greedy
12424,True,Epsilon-Greedy
12425,True,Epsilon-Greedy
12426,True,Epsilon-Greedy
12427,True,Epsilon-Greedy
12428,True,Epsilon-Greedy
12429,True,Epsilon-Greedy
12430,True,Epsilon-Greedy
12431,True,Epsilon-Greedy
12432,True,Epsilon-Greedy
12433,True,Epsilon-Greedy
12434,True,Epsilon-Greedy
12435,False,Epsilon-Greedy
12436,True,Epsilon-Greedy
12437,True,Epsilon-Greedy
12438,True,Epsilon-Greedy
12439,True,Epsilon-Greedy
12440,False,Epsilon-Greedy
12441,True,Epsilon-Greedy
12442,True,Epsilon-Greedy
12443,True,Epsilon-Greedy
12444,True,Epsilon-Greedy
12445,True,Epsilon-Greedy
12446,True,Epsilon-Greedy
12447,True,Epsilon-Greedy
12448,True,Epsilon-Greedy
12449,True,Epsilon-Greedy
12450,True,Epsilon-Greedy
12451,True,Epsilon-Greedy
12452,True,Epsilon-Greedy
12453,True,Epsilon-Greedy
12454,True,Epsilon-Greedy
12455,True,Epsilon-Greedy
12456,True,Epsilon-Greedy
12457,True,Epsilon-Greedy
12458,True,Epsilon-Greedy
12459,True,Epsilon-Greedy
12460,True,Epsilon-Greedy
12461,True,Epsilon-Greedy
12462,True,Epsilon-Greedy
12463,True,Epsilon-Greedy
12464,True,Epsilon-Greedy
12465,True,Epsilon-Greedy
12466,False,Epsilon-Greedy
12467,True,Epsilon-Greedy
12468,True,Epsilon-Greedy
12469,True,Epsilon-Greedy
12470,True,Epsilon-Greedy
12471,True,Epsilon-Greedy
12472,True,Epsilon-Greedy
12473,True,Epsilon-Greedy
12474,True,Epsilon-Greedy
12475,True,Epsilon-Greedy
12476,True,Epsilon-Greedy
12477,True,Epsilon-Greedy
12478,True,Epsilon-Greedy
12479,True,Epsilon-Greedy
12480,True,Epsilon-Greedy
12481,True,Epsilon-Greedy
12482,True,Epsilon-Greedy
12483,True,Epsilon-Greedy
12484,True,Epsilon-Greedy
12485,True,Epsilon-Greedy
12486,True,Epsilon-Greedy
12487,False,Epsilon-Greedy
12488,False,Epsilon-Greedy
12489,True,Epsilon-Greedy
12490,True,Epsilon-Greedy
12491,True,Epsilon-Greedy
12492,False,Epsilon-Greedy
12493,True,Epsilon-Greedy
12494,True,Epsilon-Greedy
12495,True,Epsilon-Greedy
12496,True,Epsilon-Greedy
12497,False,Epsilon-Greedy
12498,True,Epsilon-Greedy
12499,True,Epsilon-Greedy
12500,True,Epsilon-Greedy
12501,True,Epsilon-Greedy
12502,True,Epsilon-Greedy
12503,False,Epsilon-Greedy
12504,False,Epsilon-Greedy
12505,False,Epsilon-Greedy
12506,True,Epsilon-Greedy
12507,True,Epsilon-Greedy
12508,True,Epsilon-Greedy
12509,True,Epsilon-Greedy
12510,True,Epsilon-Greedy
12511,False,Epsilon-Greedy
12512,True,Epsilon-Greedy
12513,True,Epsilon-Greedy
12514,False,Epsilon-Greedy
12515,False,Epsilon-Greedy
12516,True,Epsilon-Greedy
12517,False,Epsilon-Greedy
12518,False,Epsilon-Greedy
12519,True,Epsilon-Greedy
12520,False,Epsilon-Greedy
12521,True,Epsilon-Greedy
12522,True,Epsilon-Greedy
12523,True,Epsilon-Greedy
12524,True,Epsilon-Greedy
12525,True,Epsilon-Greedy
12526,True,Epsilon-Greedy
12527,True,Epsilon-Greedy
12528,True,Epsilon-Greedy
12529,True,Epsilon-Greedy
12530,True,Epsilon-Greedy
12531,True,Epsilon-Greedy
12532,True,Epsilon-Greedy
12533,True,Epsilon-Greedy
12534,True,Epsilon-Greedy
12535,False,Epsilon-Greedy
12536,True,Epsilon-Greedy
12537,True,Epsilon-Greedy
12538,True,Epsilon-Greedy
12539,True,Epsilon-Greedy
12540,True,Epsilon-Greedy
12541,True,Epsilon-Greedy
12542,True,Epsilon-Greedy
12543,False,Epsilon-Greedy
12544,True,Epsilon-Greedy
12545,True,Epsilon-Greedy
12546,True,Epsilon-Greedy
12547,True,Epsilon-Greedy
12548,True,Epsilon-Greedy
12549,True,Epsilon-Greedy
12550,True,Epsilon-Greedy
12551,True,Epsilon-Greedy
12552,True,Epsilon-Greedy
12553,True,Epsilon-Greedy
12554,True,Epsilon-Greedy
12555,True,Epsilon-Greedy
12556,True,Epsilon-Greedy
12557,True,Epsilon-Greedy
12558,True,Epsilon-Greedy
12559,True,Epsilon-Greedy
12560,False,Epsilon-Greedy
12561,True,Epsilon-Greedy
12562,True,Epsilon-Greedy
12563,True,Epsilon-Greedy
12564,False,Epsilon-Greedy
12565,True,Epsilon-Greedy
12566,True,Epsilon-Greedy
12567,True,Epsilon-Greedy
12568,True,Epsilon-Greedy
12569,True,Epsilon-Greedy
12570,False,Epsilon-Greedy
12571,True,Epsilon-Greedy
12572,False,Epsilon-Greedy
12573,True,Epsilon-Greedy
12574,True,Epsilon-Greedy
12575,True,Epsilon-Greedy
12576,True,Epsilon-Greedy
12577,True,Epsilon-Greedy
12578,True,Epsilon-Greedy
12579,True,Epsilon-Greedy
12580,True,Epsilon-Greedy
12581,True,Epsilon-Greedy
12582,True,Epsilon-Greedy
12583,True,Epsilon-Greedy
12584,True,Epsilon-Greedy
12585,True,Epsilon-Greedy
12586,True,Epsilon-Greedy
12587,True,Epsilon-Greedy
12588,True,Epsilon-Greedy
12589,True,Epsilon-Greedy
12590,True,Epsilon-Greedy
12591,True,Epsilon-Greedy
12592,True,Epsilon-Greedy
12593,False,Epsilon-Greedy
12594,True,Epsilon-Greedy
12595,True,Epsilon-Greedy
12596,False,Epsilon-Greedy
12597,False,Epsilon-Greedy
12598,True,Epsilon-Greedy
12599,True,Epsilon-Greedy
12600,True,Epsilon-Greedy
12601,True,Epsilon-Greedy
12602,True,Epsilon-Greedy
12603,True,Epsilon-Greedy
12604,True,Epsilon-Greedy
12605,True,Epsilon-Greedy
12606,False,Epsilon-Greedy
12607,True,Epsilon-Greedy
12608,False,Epsilon-Greedy
12609,True,Epsilon-Greedy
12610,True,Epsilon-Greedy
12611,False,Epsilon-Greedy
12612,True,Epsilon-Greedy
12613,True,Epsilon-Greedy
12614,False,Epsilon-Greedy
12615,True,Epsilon-Greedy
12616,True,Epsilon-Greedy
12617,True,Epsilon-Greedy
12618,True,Epsilon-Greedy
12619,True,Epsilon-Greedy
12620,False,Epsilon-Greedy
12621,True,Epsilon-Greedy
12622,True,Epsilon-Greedy
12623,True,Epsilon-Greedy
12624,True,Epsilon-Greedy
12625,True,Epsilon-Greedy
12626,True,Epsilon-Greedy
12627,True,Epsilon-Greedy
12628,True,Epsilon-Greedy
12629,True,Epsilon-Greedy
12630,True,Epsilon-Greedy
12631,True,Epsilon-Greedy
12632,True,Epsilon-Greedy
12633,True,Epsilon-Greedy
12634,True,Epsilon-Greedy
12635,True,Epsilon-Greedy
12636,True,Epsilon-Greedy
12637,True,Epsilon-Greedy
12638,True,Epsilon-Greedy
12639,True,Epsilon-Greedy
12640,False,Epsilon-Greedy
12641,True,Epsilon-Greedy
12642,True,Epsilon-Greedy
12643,True,Epsilon-Greedy
12644,True,Epsilon-Greedy
12645,True,Epsilon-Greedy
12646,True,Epsilon-Greedy
12647,True,Epsilon-Greedy
12648,False,Epsilon-Greedy
12649,True,Epsilon-Greedy
12650,True,Epsilon-Greedy
12651,True,Epsilon-Greedy
12652,True,Epsilon-Greedy
12653,True,Epsilon-Greedy
12654,False,Epsilon-Greedy
12655,True,Epsilon-Greedy
12656,True,Epsilon-Greedy
12657,True,Epsilon-Greedy
12658,True,Epsilon-Greedy
12659,True,Epsilon-Greedy
12660,True,Epsilon-Greedy
12661,True,Epsilon-Greedy
12662,True,Epsilon-Greedy
12663,True,Epsilon-Greedy
12664,True,Epsilon-Greedy
12665,False,Epsilon-Greedy
12666,True,Epsilon-Greedy
12667,True,Epsilon-Greedy
12668,False,Epsilon-Greedy
12669,True,Epsilon-Greedy
12670,True,Epsilon-Greedy
12671,True,Epsilon-Greedy
12672,True,Epsilon-Greedy
12673,True,Epsilon-Greedy
12674,True,Epsilon-Greedy
12675,True,Epsilon-Greedy
12676,True,Epsilon-Greedy
12677,True,Epsilon-Greedy
12678,True,Epsilon-Greedy
12679,False,Epsilon-Greedy
12680,True,Epsilon-Greedy
12681,True,Epsilon-Greedy
12682,True,Epsilon-Greedy
12683,True,Epsilon-Greedy
12684,False,Epsilon-Greedy
12685,False,Epsilon-Greedy
12686,False,Epsilon-Greedy
12687,True,Epsilon-Greedy
12688,True,Epsilon-Greedy
12689,True,Epsilon-Greedy
12690,True,Epsilon-Greedy
12691,True,Epsilon-Greedy
12692,True,Epsilon-Greedy
12693,True,Epsilon-Greedy
12694,True,Epsilon-Greedy
12695,True,Epsilon-Greedy
12696,True,Epsilon-Greedy
12697,True,Epsilon-Greedy
12698,True,Epsilon-Greedy
12699,True,Epsilon-Greedy
12700,True,Epsilon-Greedy
12701,False,Epsilon-Greedy
12702,True,Epsilon-Greedy
12703,True,Epsilon-Greedy
12704,True,Epsilon-Greedy
12705,True,Epsilon-Greedy
12706,False,Epsilon-Greedy
12707,True,Epsilon-Greedy
12708,False,Epsilon-Greedy
12709,True,Epsilon-Greedy
12710,True,Epsilon-Greedy
12711,True,Epsilon-Greedy
12712,True,Epsilon-Greedy
12713,True,Epsilon-Greedy
12714,True,Epsilon-Greedy
12715,True,Epsilon-Greedy
12716,True,Epsilon-Greedy
12717,True,Epsilon-Greedy
12718,True,Epsilon-Greedy
12719,True,Epsilon-Greedy
12720,False,Epsilon-Greedy
12721,True,Epsilon-Greedy
12722,True,Epsilon-Greedy
12723,True,Epsilon-Greedy
12724,True,Epsilon-Greedy
12725,True,Epsilon-Greedy
12726,True,Epsilon-Greedy
12727,True,Epsilon-Greedy
12728,True,Epsilon-Greedy
12729,True,Epsilon-Greedy
12730,True,Epsilon-Greedy
12731,False,Epsilon-Greedy
12732,True,Epsilon-Greedy
12733,True,Epsilon-Greedy
12734,True,Epsilon-Greedy
12735,True,Epsilon-Greedy
12736,True,Epsilon-Greedy
12737,True,Epsilon-Greedy
12738,True,Epsilon-Greedy
12739,True,Epsilon-Greedy
12740,True,Epsilon-Greedy
12741,False,Epsilon-Greedy
12742,True,Epsilon-Greedy
12743,False,Epsilon-Greedy
12744,True,Epsilon-Greedy
12745,True,Epsilon-Greedy
12746,False,Epsilon-Greedy
12747,True,Epsilon-Greedy
12748,True,Epsilon-Greedy
12749,True,Epsilon-Greedy
12750,True,Epsilon-Greedy
12751,True,Epsilon-Greedy
12752,False,Epsilon-Greedy
12753,True,Epsilon-Greedy
12754,False,Epsilon-Greedy
12755,True,Epsilon-Greedy
12756,True,Epsilon-Greedy
12757,True,Epsilon-Greedy
12758,True,Epsilon-Greedy
12759,True,Epsilon-Greedy
12760,True,Epsilon-Greedy
12761,True,Epsilon-Greedy
12762,True,Epsilon-Greedy
12763,True,Epsilon-Greedy
12764,True,Epsilon-Greedy
12765,True,Epsilon-Greedy
12766,True,Epsilon-Greedy
12767,True,Epsilon-Greedy
12768,True,Epsilon-Greedy
12769,True,Epsilon-Greedy
12770,True,Epsilon-Greedy
12771,True,Epsilon-Greedy
12772,True,Epsilon-Greedy
12773,True,Epsilon-Greedy
12774,True,Epsilon-Greedy
12775,True,Epsilon-Greedy
12776,True,Epsilon-Greedy
12777,True,Epsilon-Greedy
12778,True,Epsilon-Greedy
12779,True,Epsilon-Greedy
12780,True,Epsilon-Greedy
12781,True,Epsilon-Greedy
12782,True,Epsilon-Greedy
12783,True,Epsilon-Greedy
12784,True,Epsilon-Greedy
12785,True,Epsilon-Greedy
12786,True,Epsilon-Greedy
12787,False,Epsilon-Greedy
12788,True,Epsilon-Greedy
12789,True,Epsilon-Greedy
12790,True,Epsilon-Greedy
12791,True,Epsilon-Greedy
12792,True,Epsilon-Greedy
12793,True,Epsilon-Greedy
12794,False,Epsilon-Greedy
12795,True,Epsilon-Greedy
12796,True,Epsilon-Greedy
12797,True,Epsilon-Greedy
12798,True,Epsilon-Greedy
12799,True,Epsilon-Greedy
12800,True,Epsilon-Greedy
12801,True,Epsilon-Greedy
12802,True,Epsilon-Greedy
12803,True,Epsilon-Greedy
12804,True,Epsilon-Greedy
12805,True,Epsilon-Greedy
12806,True,Epsilon-Greedy
12807,True,Epsilon-Greedy
12808,True,Epsilon-Greedy
12809,True,Epsilon-Greedy
12810,True,Epsilon-Greedy
12811,True,Epsilon-Greedy
12812,True,Epsilon-Greedy
12813,True,Epsilon-Greedy
12814,True,Epsilon-Greedy
12815,True,Epsilon-Greedy
12816,True,Epsilon-Greedy
12817,True,Epsilon-Greedy
12818,True,Epsilon-Greedy
12819,True,Epsilon-Greedy
12820,False,Epsilon-Greedy
12821,True,Epsilon-Greedy
12822,True,Epsilon-Greedy
12823,False,Epsilon-Greedy
12824,True,Epsilon-Greedy
12825,True,Epsilon-Greedy
12826,True,Epsilon-Greedy
12827,True,Epsilon-Greedy
12828,True,Epsilon-Greedy
12829,True,Epsilon-Greedy
12830,True,Epsilon-Greedy
12831,True,Epsilon-Greedy
12832,True,Epsilon-Greedy
12833,True,Epsilon-Greedy
12834,True,Epsilon-Greedy
12835,True,Epsilon-Greedy
12836,True,Epsilon-Greedy
12837,True,Epsilon-Greedy
12838,False,Epsilon-Greedy
12839,True,Epsilon-Greedy
12840,True,Epsilon-Greedy
12841,True,Epsilon-Greedy
12842,True,Epsilon-Greedy
12843,True,Epsilon-Greedy
12844,True,Epsilon-Greedy
12845,True,Epsilon-Greedy
12846,True,Epsilon-Greedy
12847,True,Epsilon-Greedy
12848,True,Epsilon-Greedy
12849,True,Epsilon-Greedy
12850,True,Epsilon-Greedy
12851,True,Epsilon-Greedy
12852,True,Epsilon-Greedy
12853,True,Epsilon-Greedy
12854,True,Epsilon-Greedy
12855,False,Epsilon-Greedy
12856,True,Epsilon-Greedy
12857,False,Epsilon-Greedy
12858,True,Epsilon-Greedy
12859,True,Epsilon-Greedy
12860,False,Epsilon-Greedy
12861,True,Epsilon-Greedy
12862,False,Epsilon-Greedy
12863,True,Epsilon-Greedy
12864,False,Epsilon-Greedy
12865,True,Epsilon-Greedy
12866,True,Epsilon-Greedy
12867,True,Epsilon-Greedy
12868,True,Epsilon-Greedy
12869,True,Epsilon-Greedy
12870,True,Epsilon-Greedy
12871,True,Epsilon-Greedy
12872,True,Epsilon-Greedy
12873,True,Epsilon-Greedy
12874,True,Epsilon-Greedy
12875,True,Epsilon-Greedy
12876,True,Epsilon-Greedy
12877,True,Epsilon-Greedy
12878,True,Epsilon-Greedy
12879,True,Epsilon-Greedy
12880,True,Epsilon-Greedy
12881,True,Epsilon-Greedy
12882,True,Epsilon-Greedy
12883,False,Epsilon-Greedy
12884,True,Epsilon-Greedy
12885,True,Epsilon-Greedy
12886,True,Epsilon-Greedy
12887,True,Epsilon-Greedy
12888,True,Epsilon-Greedy
12889,True,Epsilon-Greedy
12890,True,Epsilon-Greedy
12891,True,Epsilon-Greedy
12892,True,Epsilon-Greedy
12893,True,Epsilon-Greedy
12894,True,Epsilon-Greedy
12895,True,Epsilon-Greedy
12896,True,Epsilon-Greedy
12897,True,Epsilon-Greedy
12898,True,Epsilon-Greedy
12899,True,Epsilon-Greedy
12900,True,Epsilon-Greedy
12901,True,Epsilon-Greedy
12902,True,Epsilon-Greedy
12903,True,Epsilon-Greedy
12904,False,Epsilon-Greedy
12905,True,Epsilon-Greedy
12906,True,Epsilon-Greedy
12907,True,Epsilon-Greedy
12908,True,Epsilon-Greedy
12909,True,Epsilon-Greedy
12910,True,Epsilon-Greedy
12911,True,Epsilon-Greedy
12912,True,Epsilon-Greedy
12913,True,Epsilon-Greedy
12914,True,Epsilon-Greedy
12915,True,Epsilon-Greedy
12916,True,Epsilon-Greedy
12917,True,Epsilon-Greedy
12918,True,Epsilon-Greedy
12919,True,Epsilon-Greedy
12920,True,Epsilon-Greedy
12921,True,Epsilon-Greedy
12922,True,Epsilon-Greedy
12923,True,Epsilon-Greedy
12924,True,Epsilon-Greedy
12925,True,Epsilon-Greedy
12926,True,Epsilon-Greedy
12927,True,Epsilon-Greedy
12928,True,Epsilon-Greedy
12929,True,Epsilon-Greedy
12930,True,Epsilon-Greedy
12931,True,Epsilon-Greedy
12932,True,Epsilon-Greedy
12933,True,Epsilon-Greedy
12934,True,Epsilon-Greedy
12935,True,Epsilon-Greedy
12936,True,Epsilon-Greedy
12937,True,Epsilon-Greedy
12938,False,Epsilon-Greedy
12939,True,Epsilon-Greedy
12940,True,Epsilon-Greedy
12941,True,Epsilon-Greedy
12942,True,Epsilon-Greedy
12943,True,Epsilon-Greedy
12944,True,Epsilon-Greedy
12945,True,Epsilon-Greedy
12946,True,Epsilon-Greedy
12947,True,Epsilon-Greedy
12948,True,Epsilon-Greedy
12949,True,Epsilon-Greedy
12950,True,Epsilon-Greedy
12951,True,Epsilon-Greedy
12952,True,Epsilon-Greedy
12953,True,Epsilon-Greedy
12954,True,Epsilon-Greedy
12955,True,Epsilon-Greedy
12956,True,Epsilon-Greedy
12957,True,Epsilon-Greedy
12958,True,Epsilon-Greedy
12959,True,Epsilon-Greedy
12960,False,Epsilon-Greedy
12961,True,Epsilon-Greedy
12962,True,Epsilon-Greedy
12963,False,Epsilon-Greedy
12964,True,Epsilon-Greedy
12965,True,Epsilon-Greedy
12966,True,Epsilon-Greedy
12967,True,Epsilon-Greedy
12968,True,Epsilon-Greedy
12969,True,Epsilon-Greedy
12970,True,Epsilon-Greedy
12971,True,Epsilon-Greedy
12972,True,Epsilon-Greedy
12973,True,Epsilon-Greedy
12974,True,Epsilon-Greedy
12975,True,Epsilon-Greedy
12976,True,Epsilon-Greedy
12977,True,Epsilon-Greedy
12978,False,Epsilon-Greedy
12979,False,Epsilon-Greedy
12980,True,Epsilon-Greedy
12981,True,Epsilon-Greedy
12982,False,Epsilon-Greedy
12983,True,Epsilon-Greedy
12984,True,Epsilon-Greedy
12985,True,Epsilon-Greedy
12986,True,Epsilon-Greedy
12987,True,Epsilon-Greedy
12988,True,Epsilon-Greedy
12989,True,Epsilon-Greedy
12990,True,Epsilon-Greedy
12991,True,Epsilon-Greedy
12992,True,Epsilon-Greedy
12993,False,Epsilon-Greedy
12994,True,Epsilon-Greedy
12995,True,Epsilon-Greedy
12996,True,Epsilon-Greedy
12997,False,Epsilon-Greedy
12998,True,Epsilon-Greedy
12999,True,Epsilon-Greedy
13000,False,Epsilon-Greedy
13001,True,Epsilon-Greedy
13002,False,Epsilon-Greedy
13003,True,Epsilon-Greedy
13004,True,Epsilon-Greedy
13005,True,Epsilon-Greedy
13006,True,Epsilon-Greedy
13007,False,Epsilon-Greedy
13008,True,Epsilon-Greedy
13009,True,Epsilon-Greedy
13010,True,Epsilon-Greedy
13011,True,Epsilon-Greedy
13012,True,Epsilon-Greedy
13013,True,Epsilon-Greedy
13014,False,Epsilon-Greedy
13015,True,Epsilon-Greedy
13016,True,Epsilon-Greedy
13017,True,Epsilon-Greedy
13018,False,Epsilon-Greedy
13019,True,Epsilon-Greedy
13020,False,Epsilon-Greedy
13021,True,Epsilon-Greedy
13022,True,Epsilon-Greedy
13023,True,Epsilon-Greedy
13024,True,Epsilon-Greedy
13025,True,Epsilon-Greedy
13026,True,Epsilon-Greedy
13027,True,Epsilon-Greedy
13028,True,Epsilon-Greedy
13029,True,Epsilon-Greedy
13030,True,Epsilon-Greedy
13031,True,Epsilon-Greedy
13032,True,Epsilon-Greedy
13033,False,Epsilon-Greedy
13034,False,Epsilon-Greedy
13035,False,Epsilon-Greedy
13036,True,Epsilon-Greedy
13037,False,Epsilon-Greedy
13038,True,Epsilon-Greedy
13039,False,Epsilon-Greedy
13040,True,Epsilon-Greedy
13041,True,Epsilon-Greedy
13042,True,Epsilon-Greedy
13043,True,Epsilon-Greedy
13044,True,Epsilon-Greedy
13045,True,Epsilon-Greedy
13046,True,Epsilon-Greedy
13047,True,Epsilon-Greedy
13048,True,Epsilon-Greedy
13049,True,Epsilon-Greedy
13050,True,Epsilon-Greedy
13051,False,Epsilon-Greedy
13052,True,Epsilon-Greedy
13053,False,Epsilon-Greedy
13054,True,Epsilon-Greedy
13055,False,Epsilon-Greedy
13056,True,Epsilon-Greedy
13057,True,Epsilon-Greedy
13058,True,Epsilon-Greedy
13059,True,Epsilon-Greedy
13060,True,Epsilon-Greedy
13061,True,Epsilon-Greedy
13062,True,Epsilon-Greedy
13063,True,Epsilon-Greedy
13064,True,Epsilon-Greedy
13065,True,Epsilon-Greedy
13066,True,Epsilon-Greedy
13067,False,Epsilon-Greedy
13068,True,Epsilon-Greedy
13069,True,Epsilon-Greedy
13070,True,Epsilon-Greedy
13071,True,Epsilon-Greedy
13072,False,Epsilon-Greedy
13073,True,Epsilon-Greedy
13074,True,Epsilon-Greedy
13075,True,Epsilon-Greedy
13076,True,Epsilon-Greedy
13077,True,Epsilon-Greedy
13078,True,Epsilon-Greedy
13079,False,Epsilon-Greedy
13080,True,Epsilon-Greedy
13081,True,Epsilon-Greedy
13082,True,Epsilon-Greedy
13083,True,Epsilon-Greedy
13084,True,Epsilon-Greedy
13085,True,Epsilon-Greedy
13086,True,Epsilon-Greedy
13087,True,Epsilon-Greedy
13088,True,Epsilon-Greedy
13089,True,Epsilon-Greedy
13090,True,Epsilon-Greedy
13091,True,Epsilon-Greedy
13092,False,Epsilon-Greedy
13093,True,Epsilon-Greedy
13094,False,Epsilon-Greedy
13095,True,Epsilon-Greedy
13096,True,Epsilon-Greedy
13097,True,Epsilon-Greedy
13098,True,Epsilon-Greedy
13099,True,Epsilon-Greedy
13100,True,Epsilon-Greedy
13101,True,Epsilon-Greedy
13102,True,Epsilon-Greedy
13103,False,Epsilon-Greedy
13104,False,Epsilon-Greedy
13105,True,Epsilon-Greedy
13106,True,Epsilon-Greedy
13107,True,Epsilon-Greedy
13108,False,Epsilon-Greedy
13109,True,Epsilon-Greedy
13110,True,Epsilon-Greedy
13111,True,Epsilon-Greedy
13112,False,Epsilon-Greedy
13113,True,Epsilon-Greedy
13114,True,Epsilon-Greedy
13115,True,Epsilon-Greedy
13116,True,Epsilon-Greedy
13117,False,Epsilon-Greedy
13118,False,Epsilon-Greedy
13119,True,Epsilon-Greedy
13120,True,Epsilon-Greedy
13121,False,Epsilon-Greedy
13122,True,Epsilon-Greedy
13123,False,Epsilon-Greedy
13124,True,Epsilon-Greedy
13125,True,Epsilon-Greedy
13126,True,Epsilon-Greedy
13127,True,Epsilon-Greedy
13128,False,Epsilon-Greedy
13129,True,Epsilon-Greedy
13130,True,Epsilon-Greedy
13131,False,Epsilon-Greedy
13132,True,Epsilon-Greedy
13133,True,Epsilon-Greedy
13134,True,Epsilon-Greedy
13135,True,Epsilon-Greedy
13136,True,Epsilon-Greedy
13137,True,Epsilon-Greedy
13138,True,Epsilon-Greedy
13139,True,Epsilon-Greedy
13140,True,Epsilon-Greedy
13141,True,Epsilon-Greedy
13142,True,Epsilon-Greedy
13143,True,Epsilon-Greedy
13144,True,Epsilon-Greedy
13145,True,Epsilon-Greedy
13146,True,Epsilon-Greedy
13147,True,Epsilon-Greedy
13148,False,Epsilon-Greedy
13149,True,Epsilon-Greedy
13150,True,Epsilon-Greedy
13151,False,Epsilon-Greedy
13152,True,Epsilon-Greedy
13153,False,Epsilon-Greedy
13154,True,Epsilon-Greedy
